Model,Accent,Sample Index,Reference,Base Hypothesis,Prompted Hypothesis,Base WER (%),Prompted WER (%),Base SER (%),Prompted SER (%),SER Reduction (Δ%),Base DER (%),Prompted DER (%),Base IER (%),Prompted IER (%)
Whisper large-v3,Indian,47,The enhancement request can be split into several categories of work items.,The enhancement request can be split into several categories of work items.,The enhancement request can be split into several categories of work items.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,48,"‘A quarter to two,’ he said, looking at the parlour clock.","A quarter to two, he said, looking at the power of a clock.","A quarter to two, he said, looking at the power of a clock.",27.27,27.27,9.09,9.09,0.0,0.0,0.0,18.18,18.18
Whisper large-v3,Indian,49,Exerting excess pressure could damage the equipment.,Exerting excess pressure could damage the equipment.,Exerting excess pressure could damage the equipment.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,50,The whole party stood like men stupefied.,"The whole party stood like men, stupefied.",The whole party stood like men stupefied.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,51,"Indeed, Jane, you ought to believe me.","Indeed Jane, you ought to believe me.","Indeed Jane, you ought to believe me.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,52,She witnessed the imperial troops flee from Aucona upon their defeat.,She witnessed the imperial troops flee from Okana upon their defeat.,She witnessed the Imperial troops flee from Ocona upon their defeat.,9.09,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,53,"Established were axle works, brickworks, and manufactories of machinery, car wheels, etc.","Established were axle works, brick works and manufactories of machinery, car wheels, etc.","Established were axle works, brick works, and manufactories of machinery, car wheels, etc.",16.67,16.67,8.33,8.33,0.0,0.0,0.0,8.33,8.33
Whisper large-v3,Indian,54,The Lytton Band of Pomo Indians supports many charities.,The Little Band of Pomo Indians supports many charities.,The Little Band of Pomo Indians supports many charities.,11.11,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,55,James' version also was issued on M-G-M Records for national distribution.,James's version also was issued on MGM Records for national distribution.,James's version also was issued on MGM Records for national distribution.,9.09,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,56,Imperial Brands' chairman is Mark Williamson.,Imperial Brands' Chairman is Mark Williamson.,Imperial Brands' chairman is Mark Williamson.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,57,Telemachus currently plays for the Gestetner Eagles.,Telemachus currently plays for the Jastetner Eagles.,Telemachus currently plays for the Jastetner Eagles.,14.29,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,58,He was replaced by Prof. Roni Gamzo.,He was replaced by Professor Ronnie Gantel.,He was replaced by Professor Ronnie Gantel.,42.86,42.86,42.86,42.86,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,59,"This mixture includes polymerising agents, which make the deicing effect last longer.",This mixture includes polymerizing agents which make the dicing effect last longer.,This mixture includes polymerizing agents which make the dicing effect last longer.,16.67,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,60,Two notable exceptions are dedicated to the death of members of his family.,Two notable exceptions are dedicated to the death of members of his family.,Two notable exceptions are dedicated to the death of members of his family.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,61,The therapy sessions were followed by police interviews.,The therapy sessions were followed by police interviews.,The therapy sessions were followed by police interviews.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,62,About one-third of Mali's paddy rice is produced at the Office du Niger.,About one-third of Mali's paddy rice is produced at the Office du Niger.,About one-third of Mali's paddy rice is produced at the Office du Niger.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,63,"Despite that connotation, the song was accepted by black and white Rhodesians.","Despite that connotation, the song was accepted by black and white traditions.","Despite that connotation, the song was accepted by black and white traditions.",8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,64,Here his teachers included Ildebrando Pizzetti and Luigi Dallapiccola.,Here his teachers included Ildebrando Pezzetti and Luigi Dalla Piccola.,"Here, his teachers included Ildebrando Pezzetti and Luigi Dalla Piccola.",33.33,33.33,22.22,22.22,0.0,0.0,0.0,11.11,11.11
Whisper large-v3,Indian,65,"There is some residual agriculture, primarily of ""edamame"", for which Noda was historically famous.",There is some residual agriculture primarily of Edamame for which Noda was historically famous.,"There is some residual agriculture, primarily of Edamame, for which Noda was historically famous.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,66,Zavala had a keen intellect and was fluent in many languages.,Zawala had a keen intellect and was fluent in many languages.,Zawala had a keen intellect and was fluent in many languages.,9.09,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,67,"Honda began to expand the Acura division into Mexico, Hong Kong, and China.","Honda began to expand the Acura division into Mexico, Hong Kong and China.","Honda began to expand the Acura division into Mexico, Hong Kong and China.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,68,Atribuation has also been given to Caesarius of Heisterbach.,Atribution has been given to Caesareus of Hysterbach.,Attribution has been given to Caesarius of Hysterbach.,44.44,33.33,33.33,22.22,33.33,11.11,11.11,0.0,0.0
Whisper large-v3,Indian,69,He is also said to have studied at Douay.,He is also said to have studied at Doi.,He is also said to have studied at Doei.,11.11,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,70,"He also guest starred on ""Angel"".",He also guest starred on Angel.,He also guest starred on Angel.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,71,"As with Lychnoscopy, the diviner reads presages from the movements of the flame.","As with Lingtoscopy, the diviner reads presages from the movements of the flame.","As with Lingtoscopy, the diviner reads presages from the movements of the flame.",7.69,7.69,7.69,7.69,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,72,"The ashram now has a museum, the Gandhi Smarak Sangrahalaya.","The ashram now has a museum, the Gandhi Smarak Sangrale.","The ashram now has a museum, the Gandhi Smarak Sangrale.",10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,73,The scene is at once real and unreal.,The scene is at once real and unreal.,The scene is at once real and unreal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,74,The Sabah Wildlife Department is the custodian of the animals in the reserve.,The Sabah Wildlife Department is the custodian of the animals in the reserve.,The Saba Wildlife Department is the custodian of the animals in the reserve.,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,75,"Shortly thereafter, Joan witnesses the coronation of Charles.","Shortly thereafter, Joanne witnesses the coronation of Charles.","Shortly thereafter, Joanne witnesses the coronation of Charles.",12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,76,They met in Batumi during vacation.,They met in Batumi during vacation.,They met in Batumi during vacation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,77,"Meeting Traveller aboard they inspect his experimental rocket ""Phaeton.","Meeting traveller aboard, they inspect his experimental rocket Phaeton.","Meeting traveller aboard, they inspect his experimental rocket Phaeton.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,78,"This emperor's posthumous name literally means ""joyfully healthy peace"".",The censor's posthumous name literally means joyfully hilly peace.,The censor's posthumous name literally means joyfully hilly peace.,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,79,Byron was born in California.,Byron was born in California.,Byron was born in California.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,80,First Nation peoples would be set apart on reserves from the new settlers.,First Nation peoples would be set apart on reserves from the new settlers.,First Nation peoples would be set apart on reserves from the new settlers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,81,Wolff risks the dangers believing the reward will solve his debt problems.,Wolf risks the dangers believing the reward will solve his debt problems.,Wolf risks the dangers believing the reward will solve his debt problems.,8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,82,The core collapse phase of a supernova is an extremely dense and energetic event.,The core collapse phase of a supernova is an extremely dense and energetic event.,The core collapse phase of a supernova is an extremely dense and energetic event.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,83,These reaction products are essential for the regulation of intracellular Ca.,These reaction products are essential for the regulation of intracellular CA.,These reaction products are essential for the regulation of intracellular CA.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,84,"Another extremely mammal-like family, Tritheledontidae, are unknown later than the Early Jurassic.","Another extremely mammal-like family, Tritellodontidae, are unknown later than the early Jurassic.","Another extremely mammal-like family, Trithelodontidae, are unknown later than the early Jurassic.",8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,85,The album's lyrics were also examined.,The album's lyrics were also examined.,The album's lyrics were also examined.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,86,The founder of the hospital was William Bromfeild.,The founder of the hospital was William Bromfield.,The founder of the hospital was William Bromfield.,12.5,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,87,His maternal grandparents were Prince Frederick of the Netherlands and Princess Louise of Prussia.,His maternal grandparents were Prince Frederick of the Netherlands and Princess Louis of Prussia.,His maternal grandparents were Prince Frederick of the Netherlands and Princess Louis of Prussia.,7.14,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,88,"By all accounts, Holmes visualised the layout in his imagination.","By all accounts, Holmes visualized the layout in his imagination.","By all accounts, Holmes visualized the layout in his imagination.",10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,89,All of these tropical cyclones are featured within the Atlantic hurricane database.,All of these tropical cyclones are featured within the Atlantic Hurricane Database.,All of these tropical cyclones are featured within the Atlantic Hurricane Database.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,90,This was followed by numberless other commissions which the painter carried out.,This was followed by numberless other commissions which the painter carried out.,This was followed by numberless other commissions which the painter carried out.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,91,He is also said to have 'converted' Charles Saatchi to conceptual art.,He is also said to have converted Charles Chachri to conceptual art.,He is also said to have converted Charles Satchie to conceptual art.,8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,92,This large size is needed for low divergence beams.,This large size is needed for low divergence beams.,This large size is needed for low divergence beams.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,93,He has not played baseball professionally since then.,He has not played baseball professionally since then.,He has not played baseball professionally since then.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,94,Solomon and Gergana Passy have four children from their three marriages.,Solomon and Gergana Pasi have four children from their three marriages.,Solomon and Gergana Pasi have four children from their three marriages.,9.09,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,95,"Instead of using a specific programming language, the algorithms are written in Pseudocode.","Instead of using a specific programming language, the algorithms are written in sub-code.","Instead of using a specific programming language, the algorithms are written in pseudocode.",7.69,0.0,7.69,0.0,100.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,96,"He also was the past owner of the Rainfair Company, which made protective footwear.",He also was the past owner of the Rainfair company which made protective footwear.,"He also was the past owner of the Rainfair company, which made protective footwear.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,97,Bill rather than continuing a life in music.,"Bill, rather than continuing a life in music,","Bill, rather than continuing a life in music,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,98,This title was retained in the Russian Empire.,This title was retained in the Russian Empire.,This title was retained in the Russian Empire.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,99,He is a supporter of the international development charity Mary's meals.,He is a supporter of the international development charity Mary's Meals.,He is a supporter of the international development charity Mary's Meals.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,Indian,100,I just felt like I wasn't seen or understood.,I just felt like I wasn't seen or understood.,I just felt like I wasn't seen or understood.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,1,"After his retirement from politics, he moved from Barnet to Oxfordshire.","After his retirement from politics, he moved from Barnet to Oxfordshire.","After his retirement from politics, he moved from Barnet to Oxfordshire.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,2,The Lakes Region Library of Citrus Libraries is in Inverness.,The Lakes Region Library of Citrus Libraries is in Inverness.,The Lakes Region Library of Citrus Libraries is in Inverness.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,3,"Among other actions, authorities raided breakfast program locations while children were eating.","Among other actions, authorities raided breakfast programme locations while children were eating.","Among other actions, authorities raided breakfast programme locations while children were eating.",8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,4,Its divisions were transferred away.,Its divisions were transferred away.,Its divisions were transferred away.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,5,Nicholas survived his political downfall.,Nicholas survived his political downfall.,Nicholas survived his political downfall.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,6,This was the sixth Crown Prince Cup final to be held at the stadium.,This was the sixth Crown Prince Cup final to be held at the stadium.,This was the sixth Crown Prince Cup final to be held at the stadium.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,7,The Racers were picked to finish in seventh place.,The racers were picked to finish in seventh place.,The racers were picked to finish in seventh place.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,8,It is the only known site in Utah associated with Harris.,It is the only known site in Utah associated with Harris.,It is the only known site in Utah associated with Harris.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,9,His daughter married Sir Henry Kitson and was the mother of Sir Frank Kitson.,His daughter married Sir Henry Kitson and was the mother of Sir Frank Kitson.,His daughter married Sir Henry Kitson and was the mother of Sir Frank Kitson.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,10,Its investment paid off and the team returned from each successive event with medals.,Its investment paid off and the team returned from each successive event with medals.,It's investment paid off and the team returned from each successive event with medals.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,11,He previously served as the British Ambassador to Algeria.,He previously served as the British ambassador to Algeria.,He previously served as the British ambassador to Algeria.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,12,"The toponyms ""Lake Thompson"" and ""Thompson River"" are linked.",The toponyms Lake Thompson and Thompson River are linked.,The toponyms Lake Thompson and Thompson River are linked.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,13,He was elected as president of the Student association of Peru.,He was elected as president of the Student Association of Peru.,He was elected as president of the Student Association of Peru.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,14,OKAY NOW FOR A REGULAR CONVERSATION SO UH WOULD YOU RATHER GO TO THE BEACH TODAY OR DO CLUB GOLF DISCUSS,"Okay, now for a regular conversation. So, would you rather go to the beach today or do pub golf? Discuss.","Okay, now for a regular conversation. So, would you rather go to the beach today or do pub golf? Discuss.",9.52,9.52,4.76,4.76,0.0,4.76,4.76,0.0,0.0
Whisper large-v3,British,15,YEAH THE WEATHER'S ACTUALLY QUITE NICE I FEEL LIKE WE HAVEN'T HAD SUN LIKE THIS WE HAD LIKE ONE DAY OF SUN IN LIKE THREE WEEKS YOU KNOW,"Yeah, the weather's actually quite nice. I feel like we haven't had sun like this. We've had like one day of sun in like three weeks. You know?","Yeah, the weather's actually quite nice. I feel like we haven't had sun like this. We've had like one day of sun in like three weeks. You know?",3.57,3.57,3.57,3.57,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,16,YEAH THAT'S TRUE I MEAN WE COULD JUST GO AFTER THIS YOU KNOW WHAT'S STOPPING US,"Yeah, that's true. I mean, we could just go after this. What's stopping us?","Yeah, that's true. I mean, we could just go after this. What's stopping us?",12.5,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0
Whisper large-v3,British,17,PEOPLE GOING BOURBON OH MY GOD THAT SOUNDS ATROCIOUS YEAH,People going bourbon. Oh my God. That sounds atrocious. Yeah.,"Oh, my God, that sounds atrocious. Yeah.",0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
Whisper large-v3,British,18,ANOTHER RIGHT ANOTHER NIGHT AT RASCALS,Another night at Rascal's.,Another night at Roscoe's.,33.33,50.0,0.0,16.67,0.0,33.33,33.33,0.0,0.0
Whisper large-v3,British,19,YEAH <OVERLAP> OF COURSE WELL THE BIG PROMOTER IS RIGHT HERE WITH ME BUT,"Yeah, of course. Well, the big promoter is right here with me.","Yeah, of course. Well, the big promoter is right here with me.",14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0
Whisper large-v3,British,20,YEAH NO WELL IT'S KIND OF FUNNY TO THINK THEY'LL BE ANALYZING THIS CONVERSATION BUT ANYWAY <LAUGH> YEAH,"Yeah, no. Well, it's kind of funny to think they'll be analyzing this conversation. But anyway. Yeah. Yeah.","Yeah, no. Well, it's kind of funny to think they'll be analyzing this conversation. But anyway. Yeah. Yeah.",5.56,5.56,5.56,5.56,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,21,OOH OKAY TELL ME ABOUT A PARTICULAR FOOD YOU USED TO LIKE WHEN YOU WERE A CHILD THEN,"Oh, okay. Tell me about a particular food you used to like when you were a child then.","Okay, tell me about a particular food you used to like when you were a child then.",5.56,5.56,5.56,0.0,100.0,0.0,5.56,0.0,0.0
Whisper large-v3,British,22,WELL ACTUALLY ARE THEY LIKE ALL THESE ALL THESE ALL THESE DUMPLINGS OF EASTERN EUROPEAN ORIGIN,What actually are they? Like all these dumplings of Eastern European origin?,What actually are they? Like all these dumplings of Eastern European origin?,31.25,31.25,6.25,6.25,0.0,25.0,25.0,0.0,0.0
Whisper large-v3,British,23,THAT DOES SOUND PRETTY GOOD IF I HADN'T JUST EATEN AN ENTIRE PEPPERONI PIZZA I COULD DEFINITELY SCRAN A FEW OF THOSE,"That does sound pretty good. If I hadn't just eaten an entire pepperoni pizza, I could definitely scran a few of those.","That does sound pretty good. If I hadn't just eaten an entire pepperoni pizza, I could definitely scran a few of those.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,24,THEY'RE NOT REALLY BIG WHEN THEY'RE DUMPLINGS ACTUALLY,"They're not really big when they're dumplings, actually.","They're not really big when they're dumplings, actually.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,25,YEAH THEY HAVE WELL THE CLOSEST THING WE HAVE IS SOMETHING CALLED UM <FOREIGN> BUT IT'S NOT LIKE A DUMPLING IT'S LIKE WRAPPED IN THOSE LIKE BANANA LEAVES YOU KNOW,"Yeah, the closest thing we have is something called sarmadas, but it's not like a dumpling. It's like wrapped in those like banana leaves, you know?","Yeah, they have the closest thing we have is something called them. Sarmadish, but it's not like a dumpling. It's like wrapped in those like banana leaves, you know,",16.67,10.0,3.33,6.67,-100.0,13.33,3.33,0.0,0.0
Whisper large-v3,British,26,SO IT'S LIKE IT'S BEEF OR MINTS OR WHATEVER BUT IT'S WRAPPED IN THE LEAVES AND THEN YOU,"So it's like beef or mints or whatever, but it's wrapped in the leaves and then you","So it's like beef or mince or whatever, but it's wrapped in the leaves and then you",5.56,11.11,0.0,5.56,0.0,5.56,5.56,0.0,0.0
Whisper large-v3,British,27,YEAH CABBAGE CABBAGE LEAVES AND LIKE YOU BOIL THE LEAVES AND YOU COOK THE MEAT AND THEN YOU WRAP THEM IN AND IT'S LIKE A A DUMPLING BUT WITH A LEAF ON THE OUTSIDE AND YOU EAT THAT WITH LIKE SOUR CREAM AND STUFF AND THAT'S PRETTY GOOD,"Yeah, cabbage, cabbage leaves. And like you boil the leaves and you cook the meat and then you wrap them in and it's like a dumpling but with a leaf on the outside. And then you eat that with like sour cream and stuff and that's pretty good.","Yeah, cabbage, cabbage leaves. And like you boil the leaves and you cook the meat and then you wrap them in. And it's like a dumpling, but with a leaf on the outside. And then you eat that with like sour cream and stuff. And that's pretty good.",4.17,4.17,0.0,0.0,0.0,2.08,2.08,2.08,2.08
Whisper large-v3,British,28,AND HE'S ALWAYS LIKE OH YOU CAN'T FIND THEM AUTHENTICALLY MADE HERE SO IT DOESN'T BOTHER ME SHE LIKES THE WAY SHE DOES THEM SO HE'LL JUST EAT LIKE LOADS OF THOSE AT CHRISTMAS LIKE I'VE NEVER WE HAVEN'T DONE A CHRISTMAS TURKEY FOR LIKE TEN YEARS IT'S ALWAYS JUST A BUNCH OF ROMANIAN FOOD FOR SOME REASON,"And he's always like, oh, you can't find them authentically made here. So he doesn't bother. But she likes the way she does them. So he'll just eat like loads of those at Christmas. Like we haven't done a Christmas turkey for like 10 years. It's always just a bunch of Romanian food for some reason.","And he's always like, oh, you can't find them authentically made here, so he doesn't bother. But she likes the way she does them. So he'll just eat loads of those at Christmas. We haven't done a Christmas turkey for 10 years. It's always just a bunch of Romanian food for some reason.",8.62,13.79,5.17,5.17,0.0,3.45,8.62,0.0,0.0
Whisper large-v3,British,29,YEAH NO IT'S GREAT IT STARTED LIKE MAYBE LIKE FIVE OR SIX YEARS AGO MY SISTER WAS LIKE ''OH LET'S WATCH DIE HARD'' AND THEN I SAID I'D NEVER WATCHED IT EVERYONE GOES OH <OVERLAP> SO WE WATCHED DIE HARD AND YEAH IT'S IT'S THE BEST TRADITION BUT I THINK MY FAVORITE,yeah no it's great it started like maybe like five or six years ago my sister was like oh let's watch die hard and then i said i never watched it everyone goes oh and yeah it's it's the best tradition but i think how is that my favorite,"Yeah, no, it's great. It started like, maybe like five or six years ago. My sister was like, oh, let's watch Die Hard. And then I said, I never watched it. Everyone goes, oh, Die Hard. And yeah, it's the best tradition. How is that? Is that a",19.23,23.08,1.92,11.54,-500.0,11.54,9.62,5.77,1.92
Whisper large-v3,British,30,I THINK IT'S QUITE AN AMERICAN THING,I think it's quite an American thing.,I think it's quite an American thing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,31,IT'S LIKE YOU WATCH HOME ALONE OR THE THE SCROOGE MCDUCK ONE OR WHATEVER THAT'S CALLED OR DIE HARD BUT I REMEMBER A FEW YEARS AGO THERE WAS ONE TIME WHERE WE WATCHED DIE HARD ONE AND EVERYONE KINDA LIKE FELL ASLEEP FROM A FOOD COMA AND THEN MY DAD WAS LIKE OKAY HE JUST PUT ON DIE HARD TWO SO WE WATCHED DIE HARD ONE AT LIKE FOUR O'CLOCK AND THEN ABOUT TWENTY MINUTES INTO DIE HARD TWO I JUST PASSED OUT AND FELL ASLEEP ON THE COUCH AND THIS <OVERLAP> SIX THIRTY I WAKE UP AROUND MIDNIGHT AND I'M LIKE WHAT'S GOING ON AND MY DAD IS LIKE SEVENTY PERCENT OF THE WAY THROUGH DIE HARD FOUR HE JUST WATCHED LIKE ALL FOUR OF THEM BACK TO BACK <LAUGH> <DTMF> EVERYBODY ELSE IS ASLEEP HE WAS JUST THERE LIKE OH WELL TIME FOR DIE HARD THREE OH WELL TIME FOR DIE HARD FOUR,"It's like you watch Home Alone or the Scrooge McDuck one, whatever that's called, or Die Hard. But I remember a few years ago, there was one time where we watched Die Hard 1 and everyone kind of like fell asleep from a food coma. And then my dad was like, okay, he just put on Die Hard 2. So he watched Die Hard 1 at like 4 o'clock. And then about 20 minutes into Die Hard 2, I just passed out and fell asleep on the couch. That sounds elite though. 6.30. I wake up around midnight.","It's like you watch Home Alone or the Scrooge McDuck one, whatever that's called, or Die Hard. But I remember a few years ago, there was one time where we watched Die Hard 1 and everyone kind of like fell asleep from a food coma. And then my dad was like, okay, he just put on Die Hard 2. So he watched Die Hard 1 at like four o'clock. And then about 20 minutes into Die Hard 2, I just passed out and fell asleep on the couch. And this was like 6.30. I wake up around midnight.",46.45,44.52,8.39,6.45,23.08,37.42,37.42,0.65,0.65
Whisper large-v3,British,32,YEAH I DUNNO THAT WAS THAT WAS A GREAT CHRISTMAS I THINK THAT WAS THAT WAS LIKE THE FIRST CORONA CHRISTMAS HE JUST FULLY LOST IT,"Yeah, I don't know. That was a great Christmas. I think that was like the first Corona Christmas. He just fully lost it.","Yeah, I don't know. That was a great Christmas. I think that was like the first Corona Christmas. He just fully lost it.",19.23,19.23,7.69,7.69,0.0,11.54,11.54,0.0,0.0
Whisper large-v3,British,33,ALMOST ALMOST CERTAINLY WENT A TAD INSANE,Almost certainly went a tad insane.,Almost certainly went a tad insane.,14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0
Whisper large-v3,British,34,YEAH YOU CAN ACTUALLY WATCH BRUCE WILLIS GET LIKE MORE AND MORE BOLD AS THE FILMS GO THROUGH IT'S QUITE FUN,you can actually watch Bruce Willis get more and more bald as the films go through it's quite fun,"Yeah, you can actually watch Bruce Willis get like more and more bald as the films go through. It's quite fun.",14.29,4.76,4.76,4.76,0.0,9.52,0.0,0.0,0.0
Whisper large-v3,British,35,OH I JUST SAW SOMEONE OUTSIDE WITH THE NEW HAVE YOU SEEN THE NEW LIKE AIRPOD HEADPHONES,"Oh, I just also went outside with the new, have you seen the new like AirPod headphones?","Oh, I just also went outside with the new, have you seen the new like AirPod headphones?",11.76,11.76,11.76,11.76,0.0,0.0,0.0,0.0,0.0
Whisper large-v3,British,36,YOU SHOULD LOOK THEM UP AFTER THIS BUT THEY'RE REALLY GUCCI THEY'RE LIKE THEY THEY HAVE THAT LIKE OLD LIKE EIGHTIES FANCY HEADPHONE LIKE HI FI DESIGN BUT THEY THEY'RE LIKE SIX HUNDRED QUID AS WELL BUT APPARENTLY THEY'RE REALLY GOOD BUT ALSO YOU LOOK LIKE A COMPLETE TOOL WEARING THEM,"You should look them up after this, but they're really bookie. They're like, they have that like old, like 80s fancy headphone, like hi-fi design, but they're like 600 quid as well. But apparently they're really good. Also, you know, like a complete tool wearing them.","You should look them up after this, but they're really bookie. They're like, they have that like old like 80s fancy headphone like hi-fi design, but they're like 600 quid as well, but apparently they're really good. Also, you know, like a complete tool wearing them.",19.61,19.61,9.8,9.8,0.0,9.8,9.8,0.0,0.0
Whisper large-v3,British,37,PEOPLE PEOPLE WHEN THEY FIRST CAME OUT PEOPLE MOCKED THEM SO HARD AND NOW THEY'RE JUST EVERYWHERE,people when they first came out people mocked them so hard and now they're just gonna remember,I was one of,17.65,100.0,5.88,23.53,-300.0,5.88,76.47,5.88,0.0
